index,text,emotion
346,और कितना इंतज़ार करवाओगे भाई,angry
347,और क्या क्या कर सकते हो तुम मेेरे लिए,neutral
348,और क्या क्या करता है ये एप,neutral
349,और क्या हालचाल है,neutral
350,और तुम ऐसे बेटे की सिफारिश करती हो?,disgust
351,और तेजी से भाग के बाहर चली गयी,fear
352,और देखते ही देखते वह भी जल कर जिन्न की तरह राख का ढेर हो गई,surprise
353,और सबसे ज्यादा प्रसन्न है हामिद। वाह!,happy
354,और सुनाओ,neutral
355,कई दिन पेड़ के नीचे सोये अल्ला कसम पेड़ के नीचे,sad
356,कई बार यही क्रिया होती है जैसे बिजली की लाखों बत्तियाँ एक साथ प्रदीप्त हों और एक साथ बुझ जायँ और यही क्रम चलता रहा,neutral
357,कब तक एक ही बात बोलोगे,angry
358,कब तक ख़त्म हो जायेंगे मेरे अकाउंट के पैसे,neutral
359,कब तक चलेंगे  इतने पैसे में,neutral
360,कब तक रिचार्ज हो जाएगा मेरा,neutral
361,कब तक सहते सो सब सहपाठिओं ने मिल कर रोहित का बहिष्कार करने का फैसला लिया,disgust
362,कभी आसमान पर जाते हुए मालूम होगें कभी जमीन पर गिरते हुए,neutral
363,कभी तो काम के आओ तुम,angry
364,कभी तो समझ जा एक बार मे,angry
365,कभी-कभी वह चूल्हे के सामने बैठी घंटों रोती,sad
366,कम ऑन मैन,angry
367,कमीने,angry
368,करुण रोदन से घर गूँज उठा,surprise
369,कल का ट्रैन अवेलेबल है,neutral
370,कल की दिल्ली से मुंबई की कोई ट्रैन टिकट है,neutral
371,कहाँ तो लीला को रोते देख उसकी आँखें सजल हो जाती थीं कहाँ अब उसे उदास और शोक-मग्न देखकर झुँझला उठता,sad
372,कहा मर गए,angry
373,कहाँ से होगा बे तेरा रिचार्ज,angry
374,कहा-कब्र में पाँव लटके हुए हैं आज मरे कल दूसरा दिन पर हवस नहीं मानती,disgust
375,कहीं सौ-पचास की चाकरी पा जायगा क्या कह रहे हैं!,fear
376,काने फकीर जहाँ जाएँगे वहीं दुर्भाग्य लाएँगे,fear
377,काफी ठण्ड है,neutral
378,काफी मदद कर दी तूने,happy
379,काम हो गया,neutral
380,कालिंदी इतनी दया करेगी इसकी उसे आशा नहीं थी,surprise
381,काश ये पहले हो जाता,sad
382,काश ये हो पाता यार,sad
383,कितना खूबसूरत होटल था,happy
384,कितना पैसा है मेरे अकाउंट में,neutral
385,कितना सड़ा होटल था,sad
386,कितना सही अप्प है यार,happy
387,कितना सुन्दर संचालन है कितनी सुन्दर व्यवस्था,surprise
388,कितनी बार एक ही चीज़ बोलनी पड़ेगी,angry
389,कितनी बार बोला की मेरा डिश टीवी रिचार्ज करना है,angry
390,किताब में इसकी कितनी बुराइयाँ लिखी हैं,disgust
391,किसने बुलाया था इस निगोड़ी ईद को,disgust
392,किसी ने उन्हें मारा होगा तो मैं उसे जीता नहीं छोड़ूँगा भैया की मौत का बदला जरूर लूँगा,angry
393,किसी ने तो यों ही ऊपरी मन से हूँ-हाँ करके टाल दिया और किसी ने इस अन्याय पर जमाने को गालियाँ दीं,angry
394,किसी ने रेवड़ियाँ ली हैं किसी ने गुलाबजामुन किसी ने सोहन हलवा,happy
395,कुछ ऐसा डील दो यार की मजा  जाए,neutral
396,कुछ ऐसे सज्जन भी थे जिन्हें हास्य-रस के रसास्वादन का अच्छा अवसर मिला,happy
397,कुछ काम का नहीं है ये एप,angry
398,कुछ पैसे है या नहीं मेरे अकाउंट में,neutral
399,कुछ भी करके मेरे पैसे रिवर्ट कराओ,angry
400,कुछ भी नहीं बको बे,angry
401,कुछ भी बोल रहे हो यार,angry
402,कुछ मज़ा नही आया,sad
403,कैब अंदर से काफी गन्दी थी,sad
404,कैब आने में और कितना टाइम है,neutral
405,कैब कब तक आएगा,neutral
406,कैब कहा है भाई,neutral
407,कैब के ड्राइवर ने मुझे बीच में ही उतार दिआ,sad
408,कैब ड्राइवर के अगेंस्ट एक कंप्लेन करो,angry
409,कैब ड्राइवर गधा था,sad
410,कैब ड्राइवर ने मुझे गाली दी,sad
411,कैब ड्राइवर बहुत हेल्पिंग था,happy
412,कैब ड्राइवर बुरा था,sad
413,कैब लोकेशन पर नहीं पहुंची,sad
414,कैब वाले ने फिर से कैंसिल कर दिया,angry
415,कैब वाले ने मुझसे टोल टैक्स भरवाया,sad
416,कैब वाले ने मुझसे ढंग से बात नहीं की,sad
417,कैब वाले ने मुझसे बदतमीजी की,sad
418,कैसा है तू,neutral
419,कैसी घटिया सर्विस है तुम्हारी,angry
420,कैसी विद्वमता है उसके मुख पर! कमाल है!,surprise
421,कोई इक्के-ताँगे पर सवार कोई मोटर पर सभी इत्र में बसे सभी के दिलों में उमंग! वाह!,happy
422,कोई काम के नहीं हो तुम,angry
423,कोई कुलटा घर में आ जायगी और इनका सर्वनाश कर देगी,fear
424,कोसिस करनी चाहिए,neutral
425,कौन सा प्लान परिवार के हिसाब से सही होगा,neutral
426,क्या अभी तुरंत हो जाएगा,neutral
427,क्या आज धुप पड़ेगी,neutral
428,क्या आप बताएंगे मेरे अकाउंट की एक्सपायरी डेट,neutral
429,क्या इतना खर्च करना सही होगा,neutral
430,क्या उन्हें एक अभागिनी माता पर दया नहीं आई?,surprise
431,क्या कमल कर दिया तूने,happy
432,क्या कोई कूपन है तुम्हारे पास,neutral
433,क्या जोरदार काम किया है भाई,happy
434,क्या तुम मेरी हेल्प कर सकते हो,neutral
435,क्या तुमने कभी देखा है कि यह कितना गंदा है?,disgust
436,क्या तुमने कभी सोचा है कि यह गंदगी कितनी परेशान करने वाली है?,disgust
437,क्या तुमने खाना खा लिया,neutral
438,क्या तुमने देखा कि यह कितनी गंदगी से भरा हुआ है?,disgust
439,क्या पागलपंती है ये,angry
440,क्या फालतू इंटरफ़ेस है तुम्हारे एप्प का,angry
441,क्या बकवास पैक्स हैं,angry
442,क्या बतमीज़ी है यार,angry
443,क्या बताओ यार मूड ही ख़राब है,angry
444,क्या बात है,happy
445,क्या बात है यार बढ़िया होटल मिल गया,happy
446,क्या बेकार अप्प है,angry
447,क्या बेकार की बातें कर रहे हो,angry
448,क्या बेकार रिस्पांस है इस एप का,angry
449,क्या मुझे लास्ट डेट बताएंगे,neutral
450,क्या मेरा एक काम करदोगे,neutral
451,क्या मेरा फ्लाइट ऑन टाइम है,neutral
452,क्या मेरे पास पैसे नहीं हैं,surprise
453,क्या मैं चैनल्स ऐड कर सकता हूँ,neutral
454,क्या यार अब तक पैसा नहीं आया,sad
455,क्या रिचार्ज करना चाहिए,neutral
456,क्या लूज़र सा एप है,angry
457,क्या वाकई ऐसा हुआ है? मुझे तो अब भी यकीन नहीं हो रहा है।,surprise
458,क्या वाहियात है यार,angry
459,क्या सही एप है ये,happy
460,क्या हाल चाल है,neutral
461,क्या? तुम्हारे पास इतनी सारी जानकारी कहां से आई? मैं हैरान हूं।,surprise
462,क्या? यह तो बिल्कुल नया है और मुझे इसकी उम्मीद बिल्कुल नहीं थी।,surprise
463,खाना पकाने के बाद बर्तन धोते समय उनमें जमा हुए चिपचिपे दाग देखकर उसने खाना खाने की इच्छा पूरी तरह से छोड़ दी।,disgust
464,खाला ने चिल्ला कर कहा-अरे अल्लाह के बन्दे,surprise
465,खाला बिगड़ गयीं उन्होंने पंचायत करने की धमकी दी,angry
466,खासा पाँच हाथ का जवान है!!अद्भुत!,surprise
467,खिलौना कहीं हाथ से छूट पड़े तो चूर-चूर हो जाय,neutral
468,खुश हुआ मैं,happy
469,खेत में गंदे और सड़े हुए खाद्य पदार्थों को देखकर उसे ऐसा लगा जैसे उसने कोई भयानक दृश्य देख लिया हो।,disgust
470,खेत में फैली गंदगी और सड़े हुए मांस की गंध ने उसे पूरी तरह से असहज कर दिया।,disgust
471,गए गुजरे हो तुम हरामजादे,angry
472,गज़ब का होटल था,happy
473,गंदे और सड़े हुए खाद्य पदार्थों की गंध ने उसके नथुनों को झकझोर दिया और उसे सिरदर्द महसूस होने लगा।,disgust
474,गंदे और सड़े हुए बूट देखने के बाद उसने सोचा कि वह कभी यहाँ वापस नहीं आएगा।,disgust
475,गंदे और सूखे हुए कपड़े देखकर उसकी नजरों में घिन का भाव था।,disgust
476,गंदे पानी की बदबू और उसमें तैर रहे कचरे ने उसके दिल को बहुत ही असहज कर दिया।,disgust
477,गधे के बच्चे बता ये प्रॉब्लम कैसे सॉल्व करूँ मैं,angry
478,गन्दा होटल था,sad
479,गर्मियों में नाले की गंदगी और बदबू ने उसके मन को पूरी तरह से आहत कर दिया।,disgust
480,गवार एप,angry
481,गवार तू जल्दी रिचार्ज करेगा,angry
482,गुड जॉब,happy
483,गुड सर्विस,happy
484,गोविंदी अँधेरे घर में बालक के सिरहाने चिंता में मग्न बैठी थी,fear
485,ग्रामीणों का यह दल इस विषय में बालकों से कम उत्साही नहीं है,neutral
486,ग्रेट एप,happy
487,घटिया सर्विस,angry
488,घर पहुँच उसने अपनी पत्नी को सारा किस्सा सुनाया तो वो भी हक्की बक्की रह गयी,surprise
489,घर में एक काम की चीज हो जायगी,neutral
490,चलो यह करके देखें,neutral
491,चुतियापा बंध करो तुम्हारा,angry
492,चुप चाप मेरे पैसे लौटा,angry
493,चूतिया है क्या ?,angry
494,चेक इन टाइम गलत बताया यार तुमने,sad
495,छोटी छोटी बातों पर उसे झट से गुस्सा आ जाता और उस गुस्से में ना जाने क्या कुछ उल्टा सीधा बोल देता,disgust
496,जंगल में अकेले चलते समय हर आवाज उसे भयभीत कर रही थी जैसे कोई पेड़ के पीछे से उसे देख रहा हो और उसका पीछा कर रहा हो।,fear
497,जंगल में अकेले चलते समय हर आवाज उसे भयभीत कर रही थी।,fear
498,जंगल में फैले हुए गंदे और सड़े हुए पौधों ने उसे पूरी तरह से नफरत से भर दिया।,disgust
499,जंगल में रात बिताने के ख्याल से ही उसके रोंगटे खड़े हो गए और उसने वहां से तुरंत निकलने का फैसला किया।,fear
500,जंगल में रात बिताने के ख्याल से ही उसके रोंगटे खड़े हो गए।,fear
501,जब उसकी दोस्त ने उसे भूतिया किस्से सुनाए तो वह डर के मारे कांपने लगी और उसकी आंखों में भय साफ झलक रहा था।,fear
502,जब उसकी दोस्त ने उसे भूतिया किस्से सुनाए तो वह डर के मारे कांपने लगी।,fear
503,जब उसकी मां ने बताया कि उसके दादाजी उसके बचपन की तस्वीरें लेकर आए हैं तो वह हैरान रह गया।,surprise
504,जब उसके अब्बाजान थैलियाँ और अम्मीजान नियामतें लेकर आयेंगी तो वह दिल से अरमान निकाल लेगा,neutral
505,जब उसके दोस्त ने उसे डरावनी फिल्म की कहानी सुनाई तो वह डर के मारे सो नहीं सका।,fear
506,जब उसके फोन पर अज्ञात नंबर से धमकी भरा संदेश आया तो उसका दिल तेजी से धड़कने लगा और उसने फोन को डर के मारे फेंक दिया।,fear
507,जब उसके फोन पर अज्ञात नंबर से धमकी भरा संदेश आया तो उसका दिल तेजी से धड़कने लगा।,fear
508,जब उसने अपने पुराने घर की तस्वीरें देखीं तो उसकी आंखें खुशी से भर आईं।,surprise
509,जब उसने खिड़की के बाहर एक अजनबी चेहरा देखा तो उसकी सांसें थम गईं और वह डर के मारे अपनी जगह पर जम गई।,fear
510,जब उसने घर के पुराने गंदे बाथरूम को देखा तो उसे ऐसा महसूस हुआ जैसे उसने किसी गंदगी के गड्ढे में कदम रखा हो।,disgust
511,जब उसने जंग लगे हुए और गंदे बर्तन देखे तो उसने खाना खाने का मन ही बदल लिया।,disgust
512,जब उसने झील के तट पर पड़े हुए सड़े हुए मछलियों को देखा तो वह तुरंत वहां से भाग गया।,disgust
513,जब उसने देखा कि उसकी कार के टायर पंचर हो गए हैं तो वह हैरान रह गया।,surprise
514,जब उसने देखा कि उसकी परछाई अचानक गायब हो गई है तो वह डर के मारे जम गई।,fear
515,जब उसने देखा कि उसके पीछे एक काला साया है तो उसका खून जम गया।,fear
516,जब उसने देखा कि उसके प्याले में काले दाग और गंदगी चिपकी हुई है तो उसका चेहरा disgust से भर गया।,disgust
517,जब उसने पुराने फ्रिज के भीतर सड़ी हुई सब्जियाँ देखीं तो उसकी आंखों में घिन और नफरत का भाव था।,disgust
518,जब उसने पुराने काले और सड़े हुए टुकड़े देखे तो उसका दिल ही घिन से भर गया।,disgust
519,जब उसने पुराने गले हुए भोजन को देखा तो उसकी आँखों में नफरत की चमक थी।,disgust
520,जब उसने सुना कि उसका सबसे अच्छा दोस्त शादी कर रहा है तो वह चौंक गई।,surprise
521,जब उसने सुना कि उसके घर के पास किसी ने आत्महत्या की है तो वह डर के मारे सो नहीं सका और पूरी रात जागता रहा।,fear
522,जब उसने सुना कि उसके घर के पास किसी ने आत्महत्या की है तो वह डर के मारे सो नहीं सका।,fear
523,जब उसने सुना कि उसके पड़ोस में एक नया पार्क खुल रहा है तो वह खुशी से चौंक गया।,surprise
524,जब उसने सुना कि किसी ने आत्मा को देखा है तो उसकी आंखों में भय की लकीरें खिंच गईं और उसने खुद को कमरे में बंद कर लिया।,fear
525,जब उसने सुना कि किसी ने आत्मा को देखा है तो उसकी आंखों में भय की लकीरें खिंच गईं।,fear
526,जब उसे पता चला कि उसकी मां ने उसके लिए नया फोन खरीदा है तो वह खुशी से चौंक गई।,surprise
527,जब उसे पता चला कि वह रास्ता भटक गया है और चारों तरफ घना जंगल है तो उसका दिल तेजी से धड़कने लगा।,fear
528,जब उसे पता चला कि वह लॉटरी जीत गया है तो वह खुशी से चौंक उठा।,surprise
529,जब दरवाजे पर जोर से धमाका हुआ तो वह घबराकर चौंक गया।,fear
530,जब भी नानाजी आते वह सहमकर छुप जाता,fear
531,जब मैंने दरवाजा खोला तो देखा कि मेरे पुराने स्कूल के दोस्त खड़े हैं और मैं आश्चर्यचकित रह गया।,surprise
532,जब वही न रहे तो मरना और जीना बराबर था,sad
533,जरा पानी पड़े तो सारा रंग घुल जाय,neutral
534,जल्दी एक ट्रैन का टिकट बुक करो,neutral
535,जल्दी कर यार तू रिचार्ज लौड़े,angry
536,जल्दी डलवा मेरे पैसे इडियट,angry
537,जल्दी से एक काम करना,neutral
538,जहाँ बैठती वहीं बैठी रह जाती,sad
539,जा नहीं करा रहा मैं रिचार्ज,angry
540,जिनको बड़ों का आदर-सम्मान करना चाहिए वे उनके सिर चढ़ते हैं,angry
541,जिस चीज की ओर ताकते ताकते ही रह जाते और पीछे से बार-बार हार्न की आवाज होने पर भी न चेतते! कमाल है!,happy
542,जिस पत्तल में खाओ उसी में छेद करो,disgust
543,जिस पर पूरा भरोसा था उसने समय पड़ने पर धोखा दिया,disgust
544,जिसके लिए यह सारी यातनाएँ झेलनी पड़ीं उसी ने अन्त में बेवफाई की,disgust
545,जुम्मन के चित्त में मित्र की कुटिलता आठों पहर खटका करती थी,angry
546,जुम्मन ने क्रोध से कहा-अब इस वक्त मेरा मुँह न खुलवाओ,angry
547,जुम्मन ने गम्भीर स्वर से जवाब दिया-तो कोई यह थोड़े ही समझा था कि तुम मौत से लड़कर आयी हो,angry
548,जुम्मन शेख आनंद से फूल उठे परंतु भावों को छिपा कर बोले-अलगू ही सही मेरे लिए जैसे रामधन वैसे अलगू,happy
549,जुम्मन हँसे जिस तरह कोई शिकारी हिरन को जाल की तरफ जाते देख कर मन ही मन हँसता है,happy
550,जूते भी तो नहीं हैं,neutral
551,जैसे ही उसने दरवाजा खोला उसे एक डरावनी परछाई दिखाई दी और वह पीछे हट गया।,fear
552,जैसे ही उसने पुरानी किताब खोली उसे एक डरावनी तस्वीर दिखी जिससे वह घबरा गई।,fear
553,जैसे ही उसने पुरानी हवेली के अंदर कदम रखा उसे लगा कि कोई उसकी निगरानी कर रहा है।,fear
554,जैसे ही उसने पुराने कुएं के पास किसी की सिसकियों की आवाज सुनी वह वहां से भाग खड़ा हुआ और पीछे मुड़कर भी नहीं देखा।,fear
555,जैसे ही उसने पुराने कुएं के पास किसी की सिसकियों की आवाज सुनी वह वहां से भाग खड़ा हुआ।,fear
556,जैसे ही वह सुनसान मकान के अंदर घुसा उसे लगा कि कोई उसकी निगरानी कर रहा है और उसकी रीढ़ की हड्डी में सिहरन दौड़ गई।,fear
557,जैसे ही वह सुनसान मकान के अंदर घुसा उसे लगा कि कोई उसकी निगरानी कर रहा है।,fear
558,जो ऐसा न करे तुम उसका सिर उड़ा दो,angry
559,जो कुछ थे बच्चे थे वह कुछ न थी,sad
560,जो चैनल मै नहीं देखता उसके पैसे क्यों दू,neutral
561,जो बोला वो क्यों नहीं करते हो ?,angry
562,झूरी अपने बैलों पर यह आक्षेप न सुन सका – “नमक हराम क्यों हैं,disgust
563,टट्टी एप है ये,angry
564,टिकट कन्फर्म है क्या,neutral
565,टिकट बुक नहीं हुई,sad
566,ट्रेन क्या टाइम स्टेशन पहुंचेगी,neutral
567,ट्रैन की यात्रा  काफी अच्छी थी,happy
568,ट्रैन टिकट अपने आप कैंसिल कैसे हो गयी,sad
569,ट्रैन टिकट बुक कर सकता है तू,neutral
570,ट्रैन ने गांड मार कर रखी है,sad
571,ट्रैन बुकिंग कैसे करू समझ में नहीं आ रहा है,neutral
572,ठीक ठाक एप्प लगता है,neutral
573,ड्राइवर का बर्ताव अच्छा नहीं था,sad
574,ड्राइवर ने कैंसिल कर दिया,sad
575,तब देखेगा मोहसिन नूरे और सम्मी कहाँ से उतने पैसे निकालेंगे,neutral
576,तब मिठाई और खिलौने की दूकान पर धावा होता है,neutral
577,तबसे एक काम नहीं  कर पा रहे हो तुम,angry
578,तभी इन लोगों के पास इतने रूपये आते हैं,neutral
579,तभी उसके कान में कौवों के रोने चिल्लाने की आवाज सुनाई पड़ी,surprise
580,तभी तुम बहुत जानते हो अजी हजरत यह चोरी करते हैं | घिनौना!,disgust
581,तरह-तरह के खिलौने हैं-सिपाही और गुजरिया राजा और वकील भिश्ती और धोबिन और साधु,neutral
582,तीन पैसे में क्या-क्या लोगे,neutral
583,तीन ही पैसे तो उसके पास हैं,neutral
584,तीनों भाई-बहन चुप रहे किंतु चिड़िया ने तपाक से कहा सरकार ईश्वर की माया अपरंपार है,surprise
585,तुझे एक बार मैं समझ नहीं आता क्या,angry
586,तुम एक दम बेवक़ूफ़ हो,angry
587,तुम और बेटर कर सकते हो,sad
588,तुम कभी कुछ समझते ही नहीं हो,angry
589,तुम किस मुँह ऐसी बात कहती हो जाने क्या होगा।,fear
590,तुम किसी काम के नहीं हो बहनचोद,angry
591,तुम ट्रैन का टिकट बुक सकते हो,neutral
592,तुम तो लाजवाब हो,happy
593,तुम तोह काफी इंटेलीजेंट हो,happy
594,तुम बड़े मज़ेदार हो,happy
595,तुम बढ़िया हो यार,happy
596,तुम बढ़िया हो यार,happy
597,तुम बहुत अच्छे हो,happy
598,तुम बहुत स्मार्ट हो,happy
599,तुम बुकिंग करने में इतनी देर क्यों लगाते हो,sad
600,तुम भाग जाओ और कभी मेरे सामने न आना,angry
601,तुम सबसे वाहियाद हो,angry
602,तुमको कुछ समझ में नहीं आता क्या बहनचोद,angry
603,तुमने जो कुछ खिलाया वह सिर झुकाकर खा लिया फिर तुमने हमें इस जालिम के हाथ क्यों बेंच दिया,surprise
604,तुमने तो कमाल कर दिया,happy
605,तुमने पूर्व-जन्म में जरूर कोई पाप किया होगा,sad
606,तुमने मन प्रफुल्लित कर दिया,happy
607,तुमने मुझे बहुत निराश कर दिया,sad
608,तुमसे अच्छा गधे से काम करा लूं,angry
609,तुमसे अच्छा तोह मै खुद ही कर लूं,angry
610,तुमसे कोई काम न होता भोसड़ीके,angry
611,तुमसे नहीं हो पायेगा,angry
612,तुमसे ये उम्मीद नहीं थी,sad
613,तुमसे ये उम्मीद नहीं थी,sad
614,तुम्हरा कोटि कोटि धन्यवाद मेरा अकाउंट रजिस्टर करने के लिए,happy
615,तुम्हरा कोटि कोटि धन्यवाद मेरा मोबाइल नंबर रजिस्टर करने के लिए,happy
616,तुम्हारा कोई जवाब नहीं सारथी,happy
617,तुम्हारी सर्विस से हम खुश है,happy
618,तुम्हारे काम का कोई जवाब नहीं सारथी शाबाश,happy
619,तुम्हारे काम की दाद देता हूँ,happy
620,तुम्हारे बगैर हम लोग क्या करेंगे,fear
621,तुम्हारे वजह से बेज़त्ति हो गयी मेरी,angry
622,तुम्हारे ही सिर यह मुसीबत आयी है,angry
623,तुरंत एक कैब बुलाओ,neutral
624,तू गधा है क्या,angry
625,तू तो बहुत समझदार है,happy
626,तू बस अपना पैक्स डिटेल्स दे नालायक,angry
627,तेरा इधर ध्यान नहीं है,angry
628,तेरी यह हिम्मत कि मुझे डराने को यह रूप रख कर आया है',angry
629,तेरे को एक बार में समझ में नहीं आती क्या,angry
630,त्योहारों के दिन उसे रोते ही कटते थे,sad
631,थैंकयू सारथी! आय लव यू !,happy
632,थैंक्यू वैरी मच,happy
633,थैंक्यू सो मच,happy
634,थैंक्स,happy
635,थैंक्स सारथि,happy
636,थोड़ा और सस्ता फ्लाइट बुक हो सकता था,sad
637,दिमाग खराब कर दिया,angry
638,दिमाग मत ख़राब कर और जल्दी रिचार्ज कर,angry
639,दिल खुश कर दिया तूने,happy
640,दिल जीत लिया तूने,happy
641,दिल पर जो कुछ बीतती थी वह दिल में ही सहती थी ओर जब न सहा गया तो संसार से विदा हो गयी,sad
642,दिल भारी हो रहा था,fear
643,दिल्ली में बारिश होने वाली है क्या,neutral
644,दिवाली में फ्लाइट्स की रेट काफी मेहेंगी हो जाती है,neutral
645,दुनिया का सबसे बेकार एप्प है तुम्हारा,angry
646,देखो भगवान ने मुझे बचा लिया,surprise
647,देखो सब कितने लालची हैं,surprise
648,दो-तीन बीघे ऊसर क्या दे दिया मानो मोल ले लिया है,disgust
649,धन्यवाद भाई,happy
650,धन्यवाद मेरे भाई,happy
651,धन्यवाद मैं खुश हुआ,happy
652,धन्यवाद सारथि,happy
653,धिक्कार है ऐसे जीवन को,disgust
654,न वह आती न यह झंझट होता,disgust
655,न-जाने विश्वविद्यालय में क्या पढ़ता है!,surprise
656,नहीं डलवाऊँगा पैसे मैं साले चोर,angry
657,नहीं अमीना उसे यों न जाने देगी,neutral
658,नाइस,happy
659,नागपुर से मुंबई की २ फ्लाइट टिकट्स बुक करना,neutral
660,नूरे को वकील से प्रेम है! अरे वाह!,happy
661,पकड़ने वाले तो यह लोग खुद हैं लेकिन अल्लाह इन्हें सजा भी खूब देता है,angry
662,पंचों का नाम क्यों नहीं बता देता,angry
663,पड़ोसियों से उसे चिढ़ थी इसलिए कि वे अँगीठी से आग निकाल ले जाते थे,disgust
664,पता नहीं कब पैसे वापस आएँगे,neutral
665,पर महादेव अविचलित गाम्भीर्य से सिर झुकाये सब कुछ सुना करता था,neutral
666,परसों का कोई फ्लाइट टिकट्स दिखाओ अहमदाबाद से ग्वालियर का,neutral
667,परेशान हो गया हूं यार,sad
668,पहाड़ी रास्तों का काटना कठिन उस पर अज्ञातवास की कैद मृत्यु के दूत पीछे लगे हुए जिनसे बचना मुश्किल,fear
669,पागल बना रखा है इस एप ने,angry
670,पुरानी किताबों की गंध और धूल से भरे हुए कमरे में रहना उसे असहनीय लग रहा था।,disgust
671,पुरानी दुकान में गंदे और सड़े हुए सामान को देखकर वह बेहद नाराज हो गया।,disgust
672,पुरानी धूल भरी खिड़कियों और जाले लगे पर्दे को देखकर उसने सोचा कि यह कितनी घिनौनी जगह है।,disgust
673,पुरानी पुस्तकालय में धूल और गंदगी से भरी किताबें देखकर उसे ऐसा लगा जैसे उसने कुछ बहुत ही गंदा देख लिया हो।,disgust
674,पुराने गोदाम में रखे गए गंदे और सड़े हुए सामान की स्थिति देखकर उसकी आँखों में घिन का भाव था।,disgust
675,पुराने गले हुए दवाओं की गंध ने उसे बहुत परेशान किया।,disgust
676,पुस्तकालय के बेतरतीब ढंग से रखे हुए गंदे किताबों को देखकर उसे घिन आ रही थी।,disgust
677,पैर में छाले पड़ जायेंगे। उफ़!,disgust
678,पैसे अभी तक वापस नहीं आए यार,sad
679,पैसे डलवाने के लिए धन्यवाद मेरे यार,happy
680,पैसे डलवाने के लिए शुक्रिया यारा,happy
681,पैसे लौटने की क्या संभाऊंना है,neutral
682,पैसे होते तो लौटते-लौटते सब सामग्री जमा करके चटपट बना लेती। अफसोस!,sad
683,प्रजा में विद्रोह की आग भड़काना कोई भले आदमी का काम है| बुरी बात है।,disgust
684,प्रसव-काल में उसे वे भी अत्याचार सहने पड़े जो अज्ञान मूर्खता और अंधविश्वास ने सौर की रक्षा के लिए गढ़ रखे हैं,angry
685,प्लीज मेरे लिए बैंगलोर में एक होटेल खोजो,neutral
686,फ़क ऑफ़,angry
687,फटा फट एक कैब बुक करना,neutral
688,फिर न जाने कहाँ से एक सौ कर्ज लाये तो बरतन-भांडे आये,surprise
689,फिर ये बेगार किस दिन काम आयेंगे अजीब है।,surprise
690,फ्रिज में सड़े हुए पनीर की गंध ने उसे तुरंत बाहर जाने पर मजबूर कर दिया।,disgust
691,फ्लाइट टिकट अवेलेबल है क्या,neutral
692,फ्लाइट में खाने के लिए भी कुछ बुक कर दो,neutral
693,फ्लाइट में बहुत मज़ा आया,happy
694,फ्लाइट मैं लेगस्पेस इतना काम था,sad
695,बच्चे को खुदा सलामत रखे यें दिन भी कट जायँगे,neutral
696,बच्चों की माता होकर उसकी अब गणना ही न रही थी,sad
697,बड़ी गाड़ी बुक कर सकते हो क्या,neutral
698,बड़े मज़ेदार हो तुम,happy
699,बढ़िया काम किया भाई,happy
700,बढ़िया डील मिला हमे,happy
701,बंदर भी कहीं लिखता है?',surprise
702,बद्तमीज़ स्टाफ था,sad
703,बस फिर क्या था मैना झट से उस बड़े से गड्ढे में जा छुपी,fear
704,बस मशक से पानी उड़ेलना ही चाहता है,neutral
705,बहनचोद,angry
706,बहुत अच्छा कैब ड्राइवर था,happy
707,बहुत अच्छा भाई,happy
708,बहुत कन्फुसिंग इंटरफ़ेस है तुम्हारा,angry
709,बहुत खूब,happy
710,बहुत गर्मी है यार यहाँ,neutral
711,बहुत टाइम लग रहा है बुक हने मे,angry
712,बहुत दुखी हूँ मै तुम्हारे कारण,sad
713,बहुत परेशान करता है ये एप,angry
714,बहुत बढ़िया हुआ कि पैसे समय से पहले आ गए,happy
715,बहुत मज़ा आया,happy
716,बहुत ही उन्दा,happy
717,बहुत ही घटिया एप्प है तुम्हारा,angry
718,बहुत ही निराशाजनक अनुभव था हमारा,sad
719,बहुत ही बकवास वेबसाइट है तुम्हारा भाई,angry
720,बहुत ही बढ़िया,happy
721,बहुत ही वाहियाद सर्विस है होटल की,sad
722,बाग में पहुँचा तो पैर के तलुओं से आग निकल रही थी,fear
723,बात यह है कि हमारा मंत्री हाल ही में मर गया है,surprise
724,बादशाह को यह देखकर आश्चर्य और प्रसन्नता और अधिक हुई,surprise
725,बादशाह खुशी से फूला न समाया,happy
726,बादशाह ने कहा 'तुम्हारे होश-हवास तो ठिकाने हैं,surprise
727,बार बार एक ही चीज़ बोले जा रहे हो,angry
728,बार बार रीस्टार्ट करने से भी वही दिखा रहा *,neutral
729,बाहर क्या टेंपरेचर है,neutral
730,बाहर हवा चलती भीतर देह फुकती थी,sad
731,बिलकुल चाँद का टुकड़ा है अंग-अंग में स्फूर्ति भरी हुई है पोर-पोर में मद झलक रहा है,surprise
732,बीस रूपया महीना पाते हैं लेकिन पचास रूपये घर भेजते हैं,neutral
733,बुकिंग कैसे होगा,neutral
734,बुजुर्ग महिला ने अपने पुराने घर के अंदर फैली गंदगी देखी और तुरंत बाहर चली गई।,disgust
735,बेकार एक्सपीरियंस था होटल में,sad
736,बेकार कैब थी यार,sad
737,बेकार प्लान है इनका,sad
738,बेचारी मैना दर गयी और वहाँ से उड़ने लगी,surprise
739,"बेटी तुम इतनी गुणी हो यह मुझे मालूम ही नहीं था""",surprise
740,"बेटी तुम कैसी बातें करती हो""",surprise
741,बेशिस्त ड्राइवर था,sad
